-2.501478261126295344e+00,-1.911033566954059015e+00
-2.421604820957188764e+00,-3.610176366219239874e-01
-2.308331509103196844e+00,-2.931699866394530840e+00
-2.296333599152214688e+00,-3.075998613901356649e+00
-2.259524764019285925e+00,-1.320168800336065207e+00
-2.011873183581412761e+00,-1.131486309164480897e+00
-1.957794688346594425e+00,-1.000741290727577226e+00
-1.409509797087685756e+00,-1.840832005349724465e+00
-1.380194362414244313e+00,-1.669513009121126323e-01
-1.245263697405159187e+00,-9.080967225679075217e-01
-1.219238293198136036e+00,1.449491321863986881e+00
-8.633379465792989649e-01,-3.237613817113006998e-01
-2.467115344101733498e-01,6.229803072264539221e-02
2.975905461920884676e-01,1.582026263037811686e+00
3.112032369000017340e-01,1.024708395741227296e+00
4.149239913589277684e-01,4.940172487004064195e-01
4.578324420536672434e-01,1.133181479536400360e+00
5.681164962895004500e-01,2.011082236917958177e+00
7.673973333457588808e-01,-5.888237330692058791e-01
8.376818622318351615e-01,5.756522990496319991e-01
1.163575107523512564e+00,7.939655953762485563e-01
1.331980445961820081e+00,2.427566326817533149e+00
2.539475963558497362e+00,-6.705357741551430661e-02
2.642699851330401195e+00,-1.225910850801526841e+00
2.981321024497141536e+00,3.730325241877425757e-01
