-2.991274976388272222e+00,-8.039173550139249169e-01
-2.732401899555213731e+00,-1.392196800244706711e+00
-2.554737314599228704e+00,-7.088094921097520817e-01
-2.549288242948506422e+00,-1.958082524493796273e+00
-2.221702279530779478e+00,-2.472774036025347844e+00
-2.078719846550398209e+00,-2.788142599194824989e+00
-1.693156236776421686e+00,-1.815509146564540544e+00
-1.652975550938337257e+00,-8.921225749638964642e-01
-1.579911664786232128e+00,-3.003753196456600882e+00
-1.431486387694982376e+00,-6.019129447572422187e-01
-8.572166070775733004e-01,1.356653855406781961e-01
-5.926466874397497975e-01,2.789373000173167583e-01
-5.246905402420836140e-01,-2.110595833522768416e-01
-4.297559204367482621e-01,-2.237112020425869208e+00
-3.267122850280421709e-01,-1.270214067645491607e+00
-3.261136681422165395e-01,-1.183982368459806089e-01
4.656393436986423495e-01,2.431731101082863944e+00
5.381159030567608248e-01,2.473743476874053826e+00
5.518217907653522047e-01,4.122660076929559381e+00
9.602964081238845040e-01,8.919593088953046145e-01
1.219137400659447756e+00,2.523097308970569941e+00
1.718628809504948229e+00,1.804832547300062373e+00
1.853288087248787797e+00,2.516018476032479967e-01
2.349930538110849731e+00,-7.520306985107405584e-01
2.795589542773567970e+00,-3.608232719480945483e-01
