-2.913454863315630305e+00,-1.990518048417682762e+00
-2.905050873312977622e+00,-7.978249339191864076e-01
-2.780743654278231780e+00,-3.833070479196054592e-01
-2.657492863019846219e+00,-1.649767943332969056e+00
-2.605024876739248096e+00,-2.257656512606367016e+00
-2.486996579438728983e+00,-3.280729144931775476e-01
-2.337921761698211753e+00,-1.995825654012734374e+00
-2.284949601979791023e+00,-3.212552824429102394e+00
-2.120341132191231992e+00,-1.505442778036427010e+00
-2.005559053429355032e+00,-1.190449769273531855e+00
-1.894899001453257847e+00,-1.508456435147556229e+00
-1.599598484282325650e+00,-2.177849316027492321e+00
-1.432930294933086879e+00,-1.019598141745204245e+00
-9.600089592474585487e-01,-3.977731084639491432e-01
-4.491158450414252101e-01,9.151097602490358973e-01
-3.782453940166377038e-01,8.131696001331135681e-01
-2.721161935361506856e-01,-3.345059157306240483e-02
-8.394243254417688149e-02,2.460269446590616305e+00
5.854701437414888687e-01,1.410500617172755655e+00
1.756262445200981404e+00,9.598509497434752902e-01
2.023891197043637291e+00,9.686853268519525217e-01
2.038810814908194935e+00,1.009083323075891991e+00
2.288848001995210879e+00,2.301609409950258645e+00
2.289191860448868354e+00,4.210700551232453015e-01
2.720894746421723909e+00,-1.301580874132821197e+00
