-2.779729878615045280e+00,-1.489654170852825477e+00
-2.485339218684103457e+00,-3.420739159033678867e+00
-2.398473074389140702e+00,-2.248158508660870414e+00
-2.397004685649000599e+00,-1.763951672727019471e+00
-2.330332366293032198e+00,-2.575021903804038281e+00
-2.309720567256567936e+00,-2.444740545310647661e+00
-2.273690821067516410e+00,-5.919078712564023181e-01
-9.412960452394623090e-01,-2.673542602258235146e+00
-6.044477041431117748e-01,5.706128865497482883e-01
-5.949935037422413586e-01,1.258385627302847087e+00
-2.914563417379705257e-01,1.740440697336152365e+00
-2.134202057457352808e-01,9.383799937526169366e-01
2.379117489012871900e-01,-9.641637680157859602e-01
6.053544884428587736e-01,1.136322261144691703e+00
7.843030234962045100e-01,1.532560145777434712e+00
1.152005605462558258e+00,3.589813670663665413e+00
1.154269288311775554e+00,1.253226615437312841e+00
1.291925743171408847e+00,2.846080889164079863e+00
1.320038459974950840e+00,3.468865770953425631e+00
1.362607585332427540e+00,2.657688755789162194e+00
1.523403114192849905e+00,1.531953722527657824e+00
1.824251193073032518e+00,6.912335106529993167e-01
2.176198789081206897e+00,1.273926844972780303e+00
2.369133404807790555e+00,-1.284624407972472793e-01
2.715551909037345446e+00,-7.514348003478101834e-01
