-2.920391692499992864e+00,-1.421662235669684859e+00
-2.855298952107739652e+00,-1.500971338406944300e+00
-2.522184630051394816e+00,-3.855922747107058512e+00
-2.107891448700253356e+00,-9.086910287262250918e-01
-1.701959105886307722e+00,-4.003288621504470512e+00
-1.427238999139849529e+00,-1.914972954039056985e+00
-1.223130055317418696e+00,-1.920985353089574410e+00
-1.060090697906987955e+00,1.623610176643651926e+00
-7.055404777308700304e-01,-9.236365817577250059e-01
-2.067943039263440141e-01,-5.429755923309210752e-01
9.077710964709817532e-02,8.475397555067636368e-01
1.637140948074149449e-01,1.559623891925161487e+00
2.408746271652741910e-01,3.575530790041321794e+00
3.095151222778698141e-01,1.331326491535509859e+00
4.323465261318681918e-01,3.347636663445491489e+00
4.572066776007033262e-01,3.136451537954776825e+00
6.645062315486773841e-01,3.222678110055104295e+00
9.563040444670702911e-01,3.367870679332929384e-02
1.100230237567999758e+00,1.683533444046013683e+00
1.200466577542129265e+00,1.404317658249780720e+00
1.412612099642435837e+00,9.181805270024091525e-01
1.811503798395241560e+00,2.014252010816851346e+00
1.878523879025834731e+00,1.192323679996971419e+00
2.003971394773517822e+00,2.787155572504080858e+00
2.924251816422204442e+00,-5.629003450982874579e-01
