-2.455089796920896461e+00,-1.458250202741213197e+00
-1.813490786995638704e+00,1.399287526702264195e-02
-1.294665261407883072e+00,-7.263680407857520116e-01
-1.146096273642482455e+00,-1.235112419418847640e+00
-1.056964102074268830e+00,1.169119761485377662e+00
-8.897465406179323466e-01,-1.163733682690947457e+00
-5.803499370504034971e-01,6.263008243236721784e-01
-3.158562070858574877e-01,2.729493554182523263e-01
-7.421484171975567534e-02,1.073600082217360363e+00
-3.869407618057341125e-02,9.710174410804605083e-01
1.608928101767954644e-01,2.603575581019946128e+00
2.371017550090259718e-01,2.454008922884565624e+00
3.546542339396920873e-01,1.079112380685656625e+00
3.692877691554721231e-01,7.759562047783089556e-01
6.920391035175068595e-01,2.418806249599502411e+00
1.163060148888375167e+00,2.858902840601836193e+00
1.577036324517390398e+00,7.465602863030258440e-01
1.830172478164152849e+00,1.576334488752198171e+00
1.941337435233023712e+00,-1.520702346055213372e+00
2.092897826982642151e+00,2.561509696724251661e+00
2.185641851035507344e+00,1.112430400618784176e+00
2.376845167684768612e+00,2.083635070118996513e+00
2.616536393065102217e+00,-5.109991711426686845e-01
2.786106202669299314e+00,-3.680427775591478268e-01
2.884294588093369249e+00,-2.365182496621685559e-01
