-2.723565949182835233e+00,5.447628549007044185e-01
-2.132219612359771865e+00,-2.735852868666571514e+00
-1.938477387516639894e+00,-2.583971698216150248e+00
-1.772213753660033531e+00,-5.355000214216276699e-01
-1.631572356936997537e+00,-9.533303613464406689e-01
-1.256411781992074816e+00,7.935318416736121261e-01
-9.504915696467883812e-01,-1.072820824247741056e+00
-9.346558666938533655e-01,-8.054137625729707040e-03
-8.143327849235588722e-01,1.221381705199988899e+00
-7.459987369062641704e-01,-3.445812897963657084e-02
-5.593088256173852635e-01,7.659984018488541491e-01
2.730341523895996048e-02,2.619133110358596195e+00
1.375803924721448190e-01,9.586527596194781564e-01
2.862591518801718138e-01,1.839689691056913157e+00
6.273352623205656897e-01,1.054230531485329081e+00
6.345888593249076060e-01,3.200883031141080082e+00
7.148799724356411645e-01,6.887796502977214796e-01
1.391974462671646151e+00,-2.135131436528436844e-01
1.822394231891033556e+00,3.797721359861975010e+00
1.840007941934732827e+00,-1.340431133327035562e+00
2.062373722277548893e+00,4.255133055253469410e-01
2.629259993621577252e+00,-9.000823012939901391e-01
2.781771923268504310e+00,-9.689683541619635854e-01
2.882929769238328888e+00,-1.620889523973024993e+00
2.891626376596732939e+00,-1.846140993888451209e+00
